时间,冷机3总有功功率,冷机4总有功功率,室外湿球温度,冷机3蒸发器压力,冷机3冷冻水出水温度,冷机3冷凝器小温差,冷机3蒸发器小温差,冷机4蒸发器压力,冷机4冷冻水出水温度,冷机4冷凝器小温差,冷机4蒸发器小温差
2025-07-26 03:55,89.28,87.6,25.72,337.9,12.0,1.0,0.3,333.8,11.8,0.4,0.4
2025-07-26 04:00,88.08,83.52,26.47,338.6,11.9,1.1,0.0,337.9,12.1,0.7,0.4
2025-07-26 04:05,88.92,86.64,24.18,338.6,12.0,1.0,0.3,338.6,11.9,0.5,0.1
2025-07-26 04:10,87.36,85.44,25.5,339.3,12.0,1.1,0.2,335.2,11.9,0.6,0.3
2025-07-26 04:15,87.24,83.28,24.78,339.3,12.0,1.0,0.2,337.9,11.9,0.5,0.2
2025-07-26 04:20,93.12,81.6,24.84,337.9,12.1,1.2,0.3,340.0,12.2,0.9,0.5
2025-07-26 04:25,86.64,81.84,24.23,337.9,11.9,0.9,0.2,335.2,12.1,0.5,0.6
2025-07-26 04:30,90.24,84.24,25.75,337.9,12.0,1.1,0.3,334.5,11.9,0.5,0.3
2025-07-26 04:35,87.6,86.28,24.93,337.9,12.0,1.0,0.3,331.7,12.1,0.8,0.8
2025-07-26 04:40,90.72,80.16,23.87,340.0,12.0,1.1,0.1,335.9,12.1,0.9,0.5
2025-07-26 04:45,86.16,75.24,25.75,338.6,12.0,1.0,0.2,337.9,12.1,0.3,0.4
2025-07-26 04:50,87.12,85.56,25.72,338.6,11.9,1.0,0.1,329.0,11.7,0.3,0.4
2025-07-26 04:55,90.36,82.44,24.46,339.3,12.1,1.1,0.3,337.9,12.2,0.7,0.5
2025-07-26 05:00,85.2,87.84,23.02,338.6,11.9,0.8,0.1,337.9,12.0,0.4,0.3
2025-07-26 05:05,89.16,85.8,25.29,340.0,12.0,1.1,0.2,335.2,11.9,0.6,0.3
2025-07-26 05:10,87.72,81.48,24.02,338.6,12.1,1.0,0.3,338.6,12.1,0.6,0.3
2025-07-26 05:15,88.56,82.32,24.29,337.9,12.0,1.1,0.3,338.6,12.1,0.4,0.3
2025-07-26 05:20,86.88,81.84,24.68,337.9,12.0,1.0,0.3,333.1,12.0,0.5,0.5
2025-07-26 05:25,90.36,77.64,26.91,338.6,12.0,1.1,0.3,335.2,12.1,0.8,0.6
2025-07-26 05:30,84.48,79.08,24.77,338.6,12.0,0.9,0.2,336.6,11.9,0.3,0.3
2025-07-26 05:35,89.16,81.72,21.77,338.6,11.9,1.0,0.1,333.8,11.9,0.6,0.5
2025-07-26 05:40,87.0,79.32,23.65,339.3,12.0,1.0,0.2,336.6,12.1,0.7,0.5
2025-07-26 05:45,87.72,80.4,23.16,338.6,12.0,1.0,0.3,333.1,11.9,0.7,0.5
2025-07-26 05:50,84.24,79.68,22.46,339.3,11.9,0.9,0.1,335.9,11.9,0.6,0.4
2025-07-26 05:55,86.76,76.32,22.71,339.3,12.0,1.0,0.2,335.9,11.8,0.4,0.1
2025-07-26 06:00,88.08,78.12,22.08,338.6,12.1,1.1,0.3,338.6,12.1,0.7,0.4
2025-07-26 06:05,84.12,77.16,21.4,339.3,11.9,0.8,0.1,336.6,11.9,0.3,0.3
2025-07-26 06:10,89.52,84.0,22.5,338.6,12.1,1.0,0.4,334.5,12.0,0.6,0.4
2025-07-26 06:15,87.24,78.84,23.52,337.9,12.0,1.1,0.3,338.6,12.2,0.9,0.6
2025-07-26 06:20,88.56,79.92,22.55,339.3,12.0,1.1,0.2,337.2,12.1,0.7,0.4
2025-07-26 06:25,85.68,80.64,25.11,338.6,12.0,1.0,0.3,333.8,11.9,0.4,0.5
2025-07-26 06:30,87.24,75.84,24.26,340.0,11.9,1.0,0.0,333.8,12.1,0.8,0.7
2025-07-26 06:35,86.16,78.0,23.05,338.6,12.0,1.1,0.3,338.6,12.1,0.5,0.3
2025-07-26 06:40,85.8,84.0,22.21,338.6,11.9,0.8,0.1,329.0,11.9,0.5,0.8
2025-07-26 06:45,85.32,77.88,21.22,340.0,12.0,0.9,0.1,335.2,11.9,0.5,0.2
2025-07-26 06:50,86.76,79.92,21.27,337.2,11.9,1.0,0.2,335.2,11.9,0.5,0.3
2025-07-26 06:55,85.44,78.36,24.6,340.0,11.9,0.9,0.1,333.1,12.0,0.8,0.7
2025-07-26 07:00,86.64,75.48,23.37,338.6,12.0,1.0,0.2,340.0,11.9,0.4,0.1
2025-07-26 07:05,85.56,81.96,24.2,339.3,12.0,1.0,0.2,337.9,11.9,0.5,0.1
2025-07-26 07:10,85.68,81.84,23.77,339.3,12.0,1.0,0.1,337.9,12.0,0.6,0.3
2025-07-26 07:15,88.56,79.8,25.03,337.9,12.1,1.0,0.4,336.6,12.1,0.7,0.4
2025-07-26 07:20,84.0,78.72,22.46,339.3,11.9,0.9,0.1,334.5,11.9,0.4,0.4
2025-07-26 07:25,90.12,82.56,24.77,337.2,12.1,1.1,0.4,335.2,12.1,0.8,0.5
2025-07-26 07:30,85.68,77.28,25.46,338.6,12.0,1.0,0.2,337.2,12.0,0.5,0.3
2025-07-26 07:35,87.24,78.6,23.93,339.3,12.0,1.1,0.2,335.2,12.0,0.6,0.3
2025-07-26 07:40,85.32,75.96,24.93,338.6,11.9,0.9,0.2,333.1,12.0,0.6,0.7
2025-07-26 07:45,89.16,83.4,22.46,337.9,12.0,1.1,0.2,332.4,12.0,0.9,0.6
2025-07-26 07:50,83.4,75.12,24.19,338.6,12.0,0.9,0.3,337.2,12.0,0.5,0.3
2025-07-26 07:55,84.84,82.92,23.13,338.6,11.9,0.9,0.1,332.4,11.7,0.4,0.5
2025-07-26 08:00,89.64,73.92,23.91,338.6,12.1,1.2,0.3,337.9,12.1,0.9,0.4
2025-07-26 08:05,84.12,75.84,23.82,337.9,11.9,0.9,0.1,337.2,11.9,0.4,0.2
2025-07-26 08:10,88.2,78.0,22.93,337.9,12.1,1.1,0.3,335.9,12.0,0.6,0.4
2025-07-26 08:15,83.52,76.44,22.94,337.9,11.9,0.8,0.2,333.1,11.9,0.6,0.5
2025-07-26 08:20,90.24,80.52,24.28,338.6,12.1,1.1,0.3,337.9,12.1,0.8,0.3
2025-07-26 08:25,83.4,74.76,22.93,338.6,12.0,0.9,0.1,340.7,12.1,0.4,0.2
2025-07-26 08:30,87.96,81.0,23.4,338.6,12.0,1.0,0.2,332.4,11.9,0.6,0.6
2025-07-26 08:35,84.72,74.76,23.54,339.3,12.0,1.0,0.2,337.2,12.1,0.7,0.4
2025-07-26 08:40,85.8,78.48,23.03,337.9,11.9,1.0,0.1,334.5,11.9,0.5,0.5
2025-07-26 08:45,85.32,78.24,23.43,338.6,12.0,1.0,0.2,332.4,11.9,0.5,0.5
2025-07-26 08:50,88.32,79.32,22.96,336.6,11.9,1.0,0.2,329.7,11.9,0.7,0.6
2025-07-26 08:55,84.48,77.16,23.72,340.0,12.0,1.0,0.2,337.2,11.9,0.5,0.1
2025-07-26 09:00,86.4,83.52,21.71,337.9,11.9,1.0,0.2,333.1,11.8,0.3,0.2
2025-07-26 09:05,87.96,78.84,25.23,340.0,12.1,1.1,0.2,338.6,12.1,0.8,0.3
2025-07-26 09:10,85.2,78.24,21.77,339.3,12.0,1.0,0.2,340.0,11.9,0.5,0.0
2025-07-26 09:15,86.16,81.6,23.5,338.6,11.9,1.0,0.2,333.8,11.9,0.6,0.4
2025-07-26 09:20,85.2,78.36,22.47,340.7,12.0,1.1,0.0,340.0,11.9,0.5,0.2
2025-07-26 09:25,89.16,78.84,23.15,336.6,12.0,1.0,0.3,334.5,12.1,0.7,0.5
2025-07-26 09:30,83.64,77.52,23.38,340.0,11.9,1.0,0.0,333.8,11.9,0.6,0.5
2025-07-26 09:35,88.32,78.6,23.5,337.9,12.0,1.0,0.3,336.6,12.1,0.6,0.4
2025-07-26 09:40,84.24,80.04,21.93,337.9,12.0,0.9,0.3,335.9,12.0,0.5,0.3
2025-07-26 09:45,87.84,83.4,24.97,337.9,12.1,1.1,0.4,333.8,11.9,0.5,0.5
2025-07-26 09:50,84.84,77.52,25.38,337.9,11.9,1.0,0.2,335.2,12.1,0.6,0.5
2025-07-26 09:55,85.08,83.88,23.64,340.0,11.9,0.9,0.1,335.2,11.8,0.3,0.3
2025-07-26 10:00,87.96,79.8,23.06,339.3,12.1,1.1,0.3,337.2,12.1,0.7,0.4
2025-07-26 10:05,86.4,80.28,21.52,338.6,11.9,0.9,0.2,333.8,11.9,0.6,0.3
2025-07-26 10:10,86.28,77.76,24.16,339.3,12.1,1.1,0.2,337.9,12.0,0.6,0.2
2025-07-26 10:15,85.08,80.64,23.7,340.0,12.0,1.0,0.1,337.9,12.0,0.6,0.3
2025-07-26 10:20,89.16,80.4,22.86,338.6,12.0,1.1,0.2,335.2,12.1,0.8,0.6
2025-07-26 10:25,84.36,78.84,25.32,340.0,11.9,0.9,0.1,335.2,12.0,0.5,0.5
2025-07-26 10:30,87.36,81.24,23.48,337.9,11.9,1.0,0.1,335.9,11.9,0.6,0.4
2025-07-26 10:35,87.12,80.76,24.33,337.9,12.0,1.1,0.3,335.9,12.1,0.6,0.5
2025-07-26 10:40,88.08,79.44,24.61,338.6,11.9,1.0,0.1,332.4,12.0,0.8,0.6
2025-07-26 10:45,84.24,74.28,23.68,339.3,12.0,1.0,0.2,337.2,12.0,0.5,0.3
2025-07-26 10:50,86.76,84.0,24.66,337.2,11.9,0.9,0.2,331.7,11.8,0.5,0.4
2025-07-26 10:55,87.72,79.08,24.9,339.3,12.0,1.1,0.2,336.6,12.1,0.7,0.4
2025-07-26 11:00,84.72,82.44,23.99,338.6,12.0,0.9,0.2,338.6,12.0,0.3,0.2
2025-07-26 11:05,88.32,81.24,24.0,339.3,12.1,1.1,0.3,337.2,11.9,0.4,0.2
2025-07-26 11:10,86.28,79.44,24.76,336.6,11.9,1.0,0.2,336.6,12.1,0.7,0.5
2025-07-26 11:15,87.36,74.4,25.01,338.6,12.0,1.0,0.2,337.9,12.1,0.7,0.4
2025-07-26 11:20,83.88,71.88,25.41,339.3,12.0,0.9,0.2,338.6,11.9,0.2,0.1
2025-07-26 11:25,91.68,79.68,24.88,337.2,12.0,1.1,0.3,333.1,12.1,0.8,0.8
2025-07-26 11:30,84.0,76.92,23.12,340.7,12.0,1.0,0.1,337.9,12.1,0.6,0.4
2025-07-26 11:35,87.48,81.72,24.47,338.6,11.9,1.0,0.2,333.1,11.9,0.5,0.5
2025-07-26 11:40,85.44,81.84,23.59,337.9,11.9,0.9,0.1,331.7,12.0,0.7,0.7
2025-07-26 11:45,88.68,81.84,24.91,338.6,12.0,1.1,0.1,337.9,11.9,0.6,0.2
2025-07-26 11:50,87.12,74.04,23.58,337.9,12.1,1.0,0.3,339.3,12.1,0.6,0.3
2025-07-26 11:55,85.8,84.6,22.75,338.6,11.9,0.8,0.1,335.2,11.8,0.3,0.1
2025-07-26 12:00,90.0,82.44,23.53,337.9,12.0,1.2,0.2,333.8,12.1,0.8,0.8
2025-07-26 12:05,85.32,78.0,24.21,340.0,12.0,1.0,0.2,335.9,12.0,0.6,0.4
2025-07-26 12:10,89.04,81.84,25.25,337.9,12.1,1.2,0.4,339.3,11.9,0.5,0.1
2025-07-26 12:15,90.48,84.48,25.31,336.6,11.9,1.0,0.2,334.5,12.1,0.7,0.8
2025-07-26 12:20,88.32,76.2,24.78,340.0,12.1,1.0,0.3,336.6,12.1,0.8,0.4
2025-07-26 12:25,85.2,78.36,25.88,338.6,11.9,0.9,0.1,335.2,11.9,0.4,0.3
2025-07-26 12:30,89.04,81.48,22.89,338.6,11.9,1.1,0.2,331.0,11.9,0.7,0.6
2025-07-26 12:35,87.84,83.04,25.46,338.6,12.1,1.1,0.3,335.9,12.1,0.7,0.4
2025-07-26 12:40,87.84,83.16,25.74,339.3,12.0,1.0,0.2,335.9,12.0,0.6,0.3
2025-07-26 12:45,87.24,81.36,25.01,338.6,12.0,1.0,0.2,337.2,11.9,0.4,0.3
2025-07-26 12:50,89.88,84.84,24.53,338.6,11.9,1.0,0.2,331.7,11.9,0.7,0.5
2025-07-26 12:55,87.96,79.8,26.04,340.0,12.0,1.0,0.1,340.7,12.1,0.5,0.2
2025-07-26 13:00,88.44,77.28,24.93,337.9,11.9,0.9,0.1,336.6,11.8,0.4,0.1
2025-07-26 13:05,92.28,80.16,24.63,339.3,12.1,1.2,0.2,338.6,12.1,0.7,0.3
2025-07-26 13:10,88.68,78.48,24.98,337.9,12.0,1.0,0.2,338.6,12.1,0.6,0.3
2025-07-26 13:15,89.52,81.96,24.39,338.6,11.9,1.1,0.1,333.8,12.0,0.6,0.5
2025-07-26 13:20,89.88,78.96,24.85,340.0,12.1,1.0,0.2,338.6,12.0,0.6,0.1
2025-07-26 13:25,90.84,83.88,25.44,336.6,11.9,1.1,0.2,336.6,12.1,0.6,0.6
2025-07-26 13:30,86.28,82.08,25.91,339.3,11.9,0.9,0.1,332.4,12.1,0.6,0.8
2025-07-26 13:35,90.12,83.16,24.8,337.9,12.0,1.0,0.3,333.8,12.0,0.5,0.6
2025-07-26 13:40,87.36,79.56,24.45,338.6,11.9,1.0,0.2,334.5,11.9,0.6,0.4
2025-07-26 13:45,90.12,82.92,24.29,339.3,12.1,1.0,0.4,335.2,11.9,0.6,0.2
2025-07-26 13:50,88.92,76.92,24.55,337.9,11.9,1.0,0.1,337.2,12.0,0.6,0.4
2025-07-26 13:55,86.16,80.52,24.81,340.0,12.0,0.8,0.2,333.1,11.8,0.4,0.2
2025-07-26 14:00,90.72,80.64,23.38,337.9,12.1,1.2,0.3,337.9,12.1,0.8,0.3
2025-07-26 14:05,87.12,77.4,24.68,337.2,11.9,0.9,0.2,336.6,12.0,0.6,0.4
2025-07-26 14:10,89.16,78.48,24.38,339.3,12.0,1.1,0.2,335.2,12.1,0.8,0.4
2025-07-26 14:15,86.52,78.0,24.26,339.3,11.9,1.0,0.1,335.9,12.1,0.7,0.5
2025-07-26 14:20,91.2,86.28,24.14,338.6,12.0,1.1,0.2,334.5,12.1,0.7,0.6
2025-07-26 14:25,88.56,76.92,24.63,337.9,11.9,1.0,0.2,335.9,12.1,0.7,0.5
2025-07-26 14:30,88.68,83.04,24.76,339.3,11.9,1.0,0.1,333.8,11.9,0.5,0.5
2025-07-26 14:35,87.12,83.04,24.33,338.6,11.9,1.0,0.2,332.4,12.0,0.7,0.6
2025-07-26 14:40,90.84,84.0,25.47,338.6,12.1,1.1,0.4,335.9,12.1,0.7,0.6
2025-07-26 14:45,86.16,78.48,23.25,338.6,12.0,1.0,0.2,337.9,12.0,0.5,0.3
2025-07-26 14:50,86.76,87.0,25.23,338.6,11.9,1.0,0.1,335.2,11.7,0.4,0.3
2025-07-26 14:55,92.64,79.56,23.52,340.0,12.1,1.2,0.2,340.7,12.1,0.9,0.2
2025-07-26 15:00,85.8,76.32,23.11,337.9,11.9,0.9,0.2,337.9,12.0,0.4,0.3
2025-07-26 15:05,92.04,80.88,24.95,340.0,12.1,1.1,0.3,336.6,11.9,0.4,0.2
2025-07-26 15:10,89.16,81.96,22.52,337.9,12.0,1.0,0.3,335.9,12.1,0.7,0.4
2025-07-26 15:15,89.88,82.56,25.0,338.6,12.0,1.0,0.3,335.2,12.1,0.6,0.5
2025-07-26 15:20,86.04,79.68,23.9,338.6,12.0,0.8,0.2,335.2,11.9,0.3,0.3
2025-07-26 15:25,90.72,86.52,24.42,337.9,12.0,1.0,0.3,333.8,11.9,0.7,0.6
2025-07-26 15:30,88.8,80.4,23.86,337.9,12.0,1.0,0.2,336.6,12.1,0.6,0.5
2025-07-26 15:35,89.28,82.68,24.05,338.6,12.0,1.1,0.3,334.5,12.1,0.7,0.7
2025-07-26 15:40,88.2,77.64,24.51,337.9,11.9,1.0,0.1,335.2,12.0,0.6,0.5
2025-07-26 15:45,87.84,87.36,23.81,340.0,12.0,1.0,0.1,334.5,11.8,0.5,0.1
2025-07-26 15:50,90.48,81.48,23.11,338.6,12.1,1.2,0.3,340.0,12.1,0.7,0.2
2025-07-26 15:55,86.64,81.72,23.9,338.6,11.9,0.8,0.1,336.6,11.9,0.3,0.2
2025-07-26 16:00,90.6,84.48,23.36,339.3,12.1,1.1,0.3,336.6,12.0,0.7,0.4
2025-07-26 16:05,88.08,79.56,23.85,337.2,12.0,1.0,0.3,337.9,12.1,0.6,0.6
2025-07-26 16:10,90.12,80.16,25.9,338.6,12.0,1.1,0.1,336.6,12.1,0.8,0.4
2025-07-26 16:15,87.72,83.04,24.53,339.3,12.0,1.0,0.2,338.6,11.9,0.5,0.1
2025-07-26 16:20,88.92,83.76,23.21,338.6,12.0,1.0,0.2,336.6,12.1,0.7,0.5
2025-07-26 16:25,85.8,80.52,23.68,338.6,12.1,1.0,0.3,337.9,12.1,0.5,0.4
2025-07-26 16:30,91.08,83.88,25.39,337.2,11.9,1.1,0.2,331.0,12.1,0.7,0.8
2025-07-26 16:35,85.2,79.68,23.98,340.0,12.0,0.9,0.2,334.5,11.9,0.5,0.3
2025-07-26 16:40,90.24,87.84,23.51,336.6,12.0,1.0,0.3,333.8,11.8,0.4,0.4
2025-07-26 16:45,89.16,81.84,22.94,338.6,12.1,1.1,0.4,335.9,12.1,0.8,0.4
2025-07-26 16:50,87.72,83.4,23.8,338.6,12.0,1.0,0.2,336.6,11.9,0.5,0.2
2025-07-26 16:55,87.24,85.2,24.32,340.0,11.9,1.0,0.0,333.1,11.9,0.6,0.6
2025-07-26 17:00,88.44,80.4,25.01,338.6,12.0,1.0,0.2,335.9,12.1,0.6,0.5
2025-07-26 17:05,89.04,78.12,23.52,338.6,12.0,1.1,0.2,338.6,12.1,0.6,0.3
2025-07-26 17:10,87.96,84.72,23.72,338.6,12.0,1.0,0.2,338.6,12.1,0.6,0.4
2025-07-26 17:15,90.12,84.36,26.31,337.9,12.0,1.1,0.2,331.7,11.9,0.6,0.6
2025-07-26 17:20,87.12,82.2,24.25,339.3,11.9,1.0,0.0,335.2,12.0,0.6,0.4
2025-07-26 17:25,87.36,85.32,24.69,338.6,12.0,0.9,0.2,335.9,11.9,0.4,0.2
2025-07-26 17:30,88.8,84.24,23.59,339.3,12.0,1.1,0.2,333.1,11.9,0.6,0.6
2025-07-26 17:35,90.72,79.92,24.77,340.7,12.0,1.2,0.1,341.4,12.1,0.6,0.1
2025-07-26 17:40,89.52,76.8,23.99,337.9,12.0,1.1,0.2,341.4,12.1,0.7,0.2
2025-07-26 17:45,85.32,86.4,23.46,338.6,11.9,0.8,0.1,332.4,11.8,0.5,0.4
2025-07-26 17:50,91.56,82.44,24.24,337.9,12.1,1.1,0.4,334.5,12.2,1.0,0.6
2025-07-26 17:55,85.68,81.96,22.14,339.3,12.0,1.0,0.2,337.2,12.0,0.4,0.3
2025-07-26 18:00,90.96,85.8,25.19,337.9,12.1,1.1,0.3,336.6,12.0,0.6,0.4
2025-07-26 18:05,88.8,81.24,24.14,337.9,12.1,1.1,0.4,335.9,12.2,0.7,0.5
2025-07-26 18:10,89.16,81.96,25.69,337.9,11.9,1.0,0.2,330.3,12.1,0.7,0.9
2025-07-26 18:15,86.76,78.12,25.43,338.6,12.1,1.0,0.3,335.2,11.9,0.5,0.2
2025-07-26 18:20,91.68,87.36,24.87,337.2,12.0,1.0,0.3,331.7,11.9,0.7,0.6
2025-07-26 18:25,87.12,82.08,23.28,338.6,12.0,1.1,0.1,336.6,12.1,0.7,0.5
2025-07-26 18:30,88.08,86.88,23.97,337.9,12.0,1.0,0.3,337.9,11.9,0.4,0.1
2025-07-26 18:35,89.52,86.64,24.33,338.6,12.0,1.1,0.2,333.8,11.9,0.8,0.5
2025-07-26 18:40,88.2,81.72,24.85,340.0,12.1,1.1,0.3,340.0,12.1,0.6,0.3
2025-07-26 18:45,90.6,79.08,24.07,338.6,12.0,1.1,0.2,337.9,12.1,0.7,0.4
2025-07-26 18:50,88.08,84.12,23.66,338.6,11.9,0.9,0.1,333.1,11.9,0.8,0.6
2025-07-26 18:55,90.6,81.36,24.1,337.9,12.0,1.2,0.2,334.5,12.1,0.9,0.5
2025-07-26 19:00,85.68,76.92,24.77,338.6,12.0,0.9,0.2,337.2,12.1,0.4,0.4
2025-07-26 19:05,89.52,88.68,23.4,337.9,11.9,0.9,0.2,331.0,11.8,0.7,0.6
2025-07-26 19:10,88.92,77.4,25.75,338.6,12.0,1.1,0.2,337.9,12.1,0.9,0.3
2025-07-26 19:15,88.32,82.92,23.47,337.9,11.9,0.9,0.1,335.2,11.9,0.4,0.3
2025-07-26 19:20,89.16,85.08,23.96,338.6,11.9,1.0,0.2,331.0,11.9,0.6,0.5
2025-07-26 19:25,87.72,83.64,23.21,340.0,11.9,1.0,0.0,335.9,11.8,0.4,0.3
2025-07-26 19:30,88.32,78.0,22.32,339.3,12.1,1.1,0.4,340.0,12.1,0.6,0.2
2025-07-26 19:35,88.32,84.36,24.28,337.9,11.9,1.0,0.2,334.5,11.9,0.5,0.4
2025-07-26 19:40,91.92,81.24,23.7,337.9,12.1,1.2,0.3,337.9,12.1,0.7,0.3
2025-07-26 19:45,87.96,81.12,23.17,338.6,12.0,1.0,0.3,335.9,12.1,0.5,0.4
2025-07-26 19:50,91.08,80.52,24.35,337.9,12.0,1.1,0.3,332.4,12.1,0.7,0.7
2025-07-26 19:55,88.92,78.12,23.27,337.9,12.1,1.1,0.3,338.6,12.1,0.6,0.4
2025-07-26 20:00,89.4,83.88,23.11,337.2,11.9,0.9,0.2,333.1,11.9,0.7,0.5
2025-07-26 20:05,86.04,79.8,23.2,340.0,12.0,0.8,0.2,335.9,12.0,0.7,0.4
2025-07-26 20:10,90.24,81.0,23.82,337.9,11.9,1.0,0.2,334.5,12.0,0.7,0.4
2025-07-26 20:15,85.08,82.08,23.84,339.3,11.9,1.0,0.1,333.1,11.9,0.6,0.5
2025-07-26 20:20,89.4,82.92,24.32,338.6,12.1,1.0,0.4,335.9,11.9,0.5,0.2
2025-07-26 20:25,86.88,76.44,23.85,337.9,11.9,1.0,0.2,335.2,12.1,0.7,0.4
2025-07-26 20:30,85.2,80.52,23.57,339.3,11.9,0.9,0.0,332.4,11.8,0.4,0.5
2025-07-26 20:35,90.96,79.56,23.59,339.3,12.1,1.2,0.4,340.0,12.1,0.8,0.2
2025-07-26 20:40,84.96,76.44,24.06,337.9,11.9,0.9,0.2,337.2,12.0,0.4,0.4
2025-07-26 20:45,90.0,79.56,23.12,338.6,12.1,1.2,0.3,335.9,12.1,0.8,0.5
2025-07-26 20:50,85.56,79.92,23.57,338.6,11.9,1.0,0.1,335.9,12.1,0.6,0.5
2025-07-26 20:55,88.92,81.72,24.06,340.0,12.0,1.0,0.2,335.2,11.9,0.6,0.3
2025-07-26 21:00,87.96,77.04,24.92,337.9,12.0,1.1,0.2,336.6,12.1,0.6,0.5
2025-07-26 21:05,85.92,78.6,24.26,337.2,11.9,0.8,0.1,332.4,11.9,0.7,0.5
2025-07-26 21:10,86.28,85.44,25.51,340.0,12.0,1.0,0.2,334.5,11.9,0.6,0.5
2025-07-26 21:15,88.08,79.32,23.61,338.6,12.1,1.1,0.2,338.6,12.0,0.5,0.3
2025-07-26 21:20,85.68,77.28,24.44,340.0,12.0,1.0,0.2,337.9,12.0,0.5,0.3
2025-07-26 21:25,89.16,83.04,24.31,337.2,11.9,0.9,0.1,329.7,11.8,0.5,0.5
2025-07-26 21:30,90.24,78.72,23.17,338.6,12.1,1.2,0.3,338.6,12.2,0.8,0.5
2025-07-26 21:35,85.92,77.28,25.57,338.6,11.9,0.9,0.1,337.2,11.9,0.4,0.2
2025-07-26 21:40,91.08,85.8,23.55,340.7,12.1,1.2,0.3,340.0,12.0,0.6,0.2
2025-07-26 21:45,89.4,79.56,24.79,337.9,12.0,1.0,0.3,338.6,12.1,0.5,0.4
2025-07-26 21:50,90.72,77.88,24.53,337.2,12.0,1.0,0.3,335.2,12.1,0.8,0.4
2025-07-26 21:55,86.52,78.96,25.25,340.0,12.0,0.9,0.2,336.6,12.0,0.4,0.3
2025-07-26 22:00,89.88,81.48,23.73,337.9,11.9,1.0,0.2,330.3,12.0,0.8,0.9
2025-07-26 22:05,85.56,76.56,24.89,340.0,12.0,0.9,0.1,337.9,12.1,0.5,0.4
2025-07-26 22:10,88.08,85.56,23.56,338.6,12.0,0.9,0.3,335.9,11.9,0.3,0.3
2025-07-26 22:15,88.44,80.04,23.05,337.9,12.0,1.0,0.3,332.4,12.1,0.8,0.7
2025-07-26 22:20,85.8,77.16,25.38,338.6,12.0,1.0,0.2,335.2,11.9,0.5,0.3
2025-07-26 22:25,84.96,78.6,23.62,339.3,11.9,1.0,0.0,337.9,11.9,0.3,0.2
2025-07-26 22:30,85.44,78.36,23.82,337.9,11.9,0.9,0.2,334.5,11.9,0.4,0.5
2025-07-26 22:35,86.64,76.44,22.99,338.6,12.1,1.2,0.3,338.6,12.1,0.7,0.3
2025-07-26 22:40,84.12,69.6,23.21,337.9,12.0,0.9,0.3,339.3,12.1,0.3,0.4
2025-07-26 22:45,86.16,73.56,23.71,337.9,12.0,1.0,0.3,335.9,12.1,0.7,0.4
2025-07-26 22:50,81.84,74.04,24.06,338.6,12.0,1.0,0.2,335.2,12.0,0.6,0.6
2025-07-26 22:55,84.48,73.56,23.45,337.9,12.0,1.1,0.2,337.9,12.1,0.6,0.4
2025-07-26 23:00,82.44,67.44,22.93,338.6,12.1,1.0,0.4,337.9,12.1,0.4,0.3
2025-07-26 23:05,81.72,77.64,23.62,337.9,11.9,0.9,0.2,329.0,12.1,0.7,0.9
2025-07-26 23:10,79.08,69.96,23.52,340.0,12.0,1.0,0.1,337.9,11.9,0.5,0.2
2025-07-26 23:15,81.0,72.72,24.86,337.9,11.9,0.9,0.2,332.4,11.8,0.4,0.4
2025-07-26 23:20,82.56,68.16,22.12,340.0,12.0,1.0,0.2,337.2,12.1,0.7,0.4
2025-07-26 23:25,80.76,71.16,23.73,337.9,12.0,1.0,0.3,336.6,11.9,0.5,0.3
2025-07-26 23:30,80.16,70.2,23.54,339.3,11.9,1.0,0.0,334.5,11.9,0.6,0.5
2025-07-26 23:35,82.44,69.72,22.24,340.7,12.0,1.0,0.1,341.4,11.9,0.4,0.0
2025-07-26 23:40,81.48,72.48,23.63,337.9,11.9,1.1,0.2,337.9,12.1,0.6,0.4
2025-07-26 23:45,78.0,70.56,22.29,340.0,11.9,0.9,0.0,333.1,11.9,0.5,0.4
2025-07-26 23:50,81.96,69.96,23.92,337.9,12.0,1.2,0.2,337.2,12.2,0.7,0.4
2025-07-26 23:55,78.6,69.96,23.96,339.3,12.0,1.0,0.2,337.2,11.9,0.4,0.2
2025-07-27 00:00,84.24,70.68,24.22,336.6,12.0,1.1,0.3,333.8,12.1,0.8,0.5
2025-07-27 00:05,78.96,63.48,23.97,337.9,12.0,1.0,0.2,336.6,12.2,0.6,0.5
2025-07-27 00:10,79.8,70.2,23.27,338.6,11.9,1.0,0.0,333.1,11.9,0.5,0.5
2025-07-27 00:15,80.04,69.24,23.42,337.9,12.0,1.0,0.2,335.9,12.1,0.7,0.4
2025-07-27 00:20,81.24,73.8,23.54,338.6,12.0,1.1,0.3,333.1,11.9,0.5,0.6
2025-07-27 00:25,79.68,67.08,23.73,340.0,12.1,1.1,0.2,338.6,12.1,0.6,0.4
2025-07-27 00:30,80.04,72.24,23.87,340.0,12.0,1.0,0.2,337.2,11.9,0.4,0.0
2025-07-27 00:35,83.16,73.08,23.55,339.3,12.1,1.1,0.3,335.9,12.0,0.6,0.3
2025-07-27 00:40,81.6,70.92,26.05,337.9,11.9,1.1,0.2,335.2,12.1,0.7,0.5
2025-07-27 00:45,82.68,72.6,23.72,337.9,11.9,1.0,0.2,338.6,12.1,0.7,0.4
2025-07-27 00:50,80.16,78.36,22.99,339.3,11.9,1.0,0.1,334.5,11.8,0.4,0.4
